county_name,median_income,population,bachelors_degree,labor_force,median_rent,commute_time,owner_occupied,renter_occupied,state_fips,county_fips
"Jones County, Texas",59361.0,19758.0,1284.0,681.0,954.0,5865.0,4862.0,1055.0,48,253
"Karnes County, Texas",57798.0,14805.0,1184.0,558.0,868.0,4555.0,2943.0,1416.0,48,255
"Kaufman County, Texas",84075.0,149773.0,16082.0,8745.0,1286.0,64760.0,37065.0,10834.0,48,257
"Kendall County, Texas",104196.0,45376.0,9746.0,2447.0,1455.0,17109.0,12803.0,3960.0,48,259
"Kenedy County, Texas",45455.0,116.0,5.0,1.0,-666666666.0,45.0,6.0,32.0,48,261
"Kent County, Texas",68553.0,635.0,64.0,33.0,921.0,172.0,199.0,47.0,48,263
"Kerr County, Texas",66713.0,52810.0,7081.0,2830.0,1048.0,20767.0,15571.0,6453.0,48,265
"Kimble County, Texas",62386.0,4316.0,602.0,257.0,716.0,2025.0,1359.0,356.0,48,267
"King County, Texas",59375.0,216.0,41.0,5.0,-666666666.0,79.0,32.0,48.0,48,269
"Kinney County, Texas",52386.0,3157.0,174.0,55.0,728.0,1136.0,829.0,276.0,48,271
"Kleberg County, Texas",52487.0,30860.0,2560.0,2544.0,978.0,12369.0,6443.0,5472.0,48,273
"Knox County, Texas",48750.0,3333.0,195.0,200.0,628.0,1341.0,974.0,274.0,48,275
"Lamar County, Texas",58246.0,50149.0,4736.0,2457.0,847.0,21253.0,13423.0,6699.0,48,277
"Lamb County, Texas",54519.0,13024.0,804.0,827.0,796.0,5236.0,3375.0,1257.0,48,279
"Lampasas County, Texas",73269.0,21829.0,2183.0,1216.0,867.0,8242.0,6388.0,1546.0,48,281
"La Salle County, Texas",62798.0,6965.0,144.0,709.0,851.0,2153.0,1335.0,353.0,48,283
"Lavaca County, Texas",58530.0,20379.0,1940.0,1052.0,871.0,8325.0,6261.0,1945.0,48,285
"Lee County, Texas",66448.0,17543.0,1456.0,873.0,1037.0,7034.0,4930.0,1383.0,48,287
"Leon County, Texas",57363.0,15928.0,1180.0,914.0,900.0,5936.0,5010.0,1387.0,48,289
"Liberty County, Texas",59605.0,93523.0,4551.0,5234.0,978.0,30814.0,23359.0,5562.0,48,291
"Limestone County, Texas",53102.0,22222.0,1865.0,1038.0,784.0,7666.0,6129.0,2066.0,48,293
"Lipscomb County, Texas",71625.0,3038.0,378.0,171.0,836.0,1324.0,885.0,250.0,48,295
"Live Oak County, Texas",55949.0,11374.0,630.0,537.0,957.0,3652.0,3108.0,1045.0,48,297
"Llano County, Texas",64241.0,21637.0,3794.0,576.0,974.0,7111.0,7579.0,2033.0,48,299
"Loving County, Texas",-666666666.0,96.0,0.0,0.0,-666666666.0,31.0,12.0,28.0,48,301
"Lubbock County, Texas",61911.0,311509.0,36968.0,22713.0,1087.0,142597.0,67644.0,54041.0,48,303
"Lynn County, Texas",52996.0,5619.0,630.0,300.0,887.0,2362.0,1485.0,568.0,48,305
"McCulloch County, Texas",53214.0,7638.0,685.0,256.0,816.0,2940.0,2229.0,957.0,48,307
"McLennan County, Texas",59781.0,261090.0,26129.0,18470.0,1048.0,109660.0,56585.0,38400.0,48,309
"McMullen County, Texas",60313.0,670.0,51.0,5.0,732.0,203.0,174.0,28.0,48,311
"Madison County, Texas",65768.0,13556.0,947.0,679.0,814.0,4490.0,2911.0,1170.0,48,313
"Marion County, Texas",48040.0,9668.0,977.0,459.0,857.0,3312.0,3115.0,899.0,48,315
"Martin County, Texas",70217.0,5228.0,294.0,238.0,1009.0,2158.0,1163.0,749.0,48,317
"Mason County, Texas",77583.0,3959.0,722.0,230.0,818.0,1503.0,1216.0,303.0,48,319
"Matagorda County, Texas",56412.0,36251.0,3322.0,2058.0,960.0,14308.0,9766.0,4307.0,48,321
"Maverick County, Texas",48497.0,57806.0,3846.0,4036.0,757.0,21228.0,12199.0,5702.0,48,323
"Medina County, Texas",73060.0,51432.0,4622.0,2932.0,1038.0,19764.0,14194.0,3102.0,48,325
"Menard County, Texas",40945.0,1964.0,228.0,111.0,720.0,596.0,683.0,222.0,48,327
"Midland County, Texas",90123.0,169393.0,21716.0,9197.0,1375.0,80395.0,43733.0,21532.0,48,329
"Milam County, Texas",56985.0,25080.0,2148.0,1298.0,911.0,9842.0,7448.0,2319.0,48,331
"Mills County, Texas",59315.0,4501.0,629.0,300.0,655.0,1882.0,1561.0,272.0,48,333
"Mitchell County, Texas",49869.0,8947.0,392.0,489.0,764.0,3707.0,1710.0,701.0,48,335
"Montague County, Texas",63336.0,20197.0,1823.0,794.0,974.0,7619.0,6301.0,1606.0,48,337
"Montgomery County, Texas",95946.0,629989.0,102960.0,35700.0,1416.0,260350.0,163258.0,61216.0,48,339
"Moore County, Texas",59041.0,21284.0,994.0,1155.0,879.0,9527.0,4537.0,2452.0,48,341
"Morris County, Texas",51532.0,11993.0,640.0,553.0,783.0,4800.0,3587.0,1292.0,48,343
"Motley County, Texas",66528.0,1223.0,140.0,37.0,732.0,512.0,349.0,111.0,48,345
"Nacogdoches County, Texas",51153.0,64768.0,6015.0,5677.0,863.0,26072.0,14708.0,10185.0,48,347
"Navarro County, Texas",56261.0,52834.0,3882.0,2985.0,978.0,20865.0,12257.0,5801.0,48,349
"Newton County, Texas",38871.0,12333.0,424.0,706.0,876.0,4048.0,3858.0,929.0,48,351
"Nolan County, Texas",47437.0,14657.0,872.0,955.0,810.0,5993.0,3711.0,1959.0,48,353
"Nueces County, Texas",64027.0,353245.0,33323.0,20671.0,1175.0,153050.0,77275.0,52847.0,48,355
"Ochiltree County, Texas",62240.0,9924.0,747.0,541.0,858.0,4708.0,2597.0,1087.0,48,357
"Oldham County, Texas",71103.0,2171.0,224.0,262.0,1120.0,815.0,452.0,179.0,48,359
"Orange County, Texas",71910.0,84761.0,7267.0,4296.0,974.0,36668.0,23503.0,7771.0,48,361
"Palo Pinto County, Texas",65242.0,28569.0,2326.0,1338.0,963.0,11091.0,7667.0,2973.0,48,363
"Panola County, Texas",58205.0,22540.0,1796.0,1262.0,799.0,9201.0,6493.0,1569.0,48,365
"Parker County, Texas",95721.0,151188.0,20626.0,7680.0,1291.0,64279.0,43127.0,9495.0,48,367
"Parmer County, Texas",65575.0,9809.0,856.0,575.0,839.0,4585.0,2280.0,923.0,48,369
"Pecos County, Texas",59325.0,15114.0,714.0,547.0,986.0,5859.0,3580.0,1490.0,48,371
"Polk County, Texas",57315.0,50536.0,3197.0,2251.0,920.0,16905.0,14110.0,3974.0,48,373
"Potter County, Texas",47974.0,117905.0,8904.0,6582.0,943.0,47070.0,23904.0,18920.0,48,375
"Presidio County, Texas",29012.0,6168.0,568.0,312.0,391.0,2298.0,1683.0,592.0,48,377
"Rains County, Texas",60291.0,12257.0,1341.0,501.0,896.0,4567.0,3766.0,944.0,48,379
"Randall County, Texas",78038.0,141489.0,20217.0,8321.0,1072.0,68034.0,38208.0,16776.0,48,381
"Reagan County, Texas",70319.0,3308.0,144.0,149.0,1057.0,1493.0,735.0,355.0,48,383
"Real County, Texas",46842.0,2830.0,316.0,203.0,836.0,622.0,736.0,256.0,48,385
"Red River County, Texas",44583.0,11627.0,786.0,564.0,688.0,4003.0,3497.0,1165.0,48,387
"Reeves County, Texas",57487.0,14022.0,712.0,1137.0,951.0,6176.0,3089.0,1028.0,48,389
"Refugio County, Texas",54304.0,6718.0,384.0,386.0,720.0,2513.0,1694.0,541.0,48,391
"Roberts County, Texas",62667.0,764.0,76.0,31.0,554.0,386.0,277.0,43.0,48,393
"Robertson County, Texas",59410.0,16912.0,1458.0,992.0,781.0,6371.0,4746.0,1563.0,48,395
"Rockwall County, Texas",121303.0,110631.0,20110.0,6449.0,1779.0,47879.0,31503.0,6378.0,48,397
"Runnels County, Texas",55424.0,9858.0,889.0,469.0,897.0,4244.0,2907.0,873.0,48,399
"Rusk County, Texas",61661.0,52755.0,3771.0,2967.0,963.0,20173.0,14084.0,3708.0,48,401
"Sabine County, Texas",47061.0,9980.0,724.0,421.0,725.0,2844.0,3793.0,678.0,48,403
"San Augustine County, Texas",45888.0,7920.0,437.0,486.0,718.0,2443.0,2212.0,839.0,48,405
"San Jacinto County, Texas",54839.0,27666.0,1746.0,1278.0,992.0,9796.0,8354.0,1710.0,48,407
"San Patricio County, Texas",63842.0,68942.0,5325.0,3817.0,1265.0,26971.0,16229.0,7691.0,48,409
"San Saba County, Texas",54087.0,5779.0,577.0,304.0,918.0,2169.0,1532.0,482.0,48,411
"Schleicher County, Texas",53774.0,2474.0,163.0,167.0,645.0,957.0,757.0,142.0,48,413
"Scurry County, Texas",58932.0,16883.0,1492.0,1210.0,1025.0,6668.0,4603.0,1090.0,48,415
"Shackelford County, Texas",60924.0,3134.0,565.0,192.0,486.0,1358.0,1073.0,251.0,48,417
"Shelby County, Texas",49231.0,24157.0,1587.0,1324.0,833.0,9579.0,6756.0,2232.0,48,419
"Sherman County, Texas",66169.0,2414.0,264.0,164.0,969.0,1096.0,614.0,189.0,48,421
"Smith County, Texas",69053.0,234667.0,28037.0,13275.0,1129.0,100088.0,55863.0,25423.0,48,423
"Somervell County, Texas",87899.0,9337.0,1400.0,423.0,853.0,4109.0,2749.0,596.0,48,425
"Starr County, Texas",35979.0,65716.0,3343.0,4772.0,670.0,21331.0,13528.0,5106.0,48,427
"Stephens County, Texas",44712.0,9260.0,884.0,401.0,688.0,3673.0,2677.0,728.0,48,429
"Sterling County, Texas",63558.0,1392.0,120.0,68.0,882.0,517.0,337.0,55.0,48,431
"Stonewall County, Texas",66591.0,1331.0,57.0,123.0,757.0,660.0,374.0,76.0,48,433
"Sutton County, Texas",56778.0,3345.0,157.0,191.0,701.0,1305.0,681.0,387.0,48,435
"Swisher County, Texas",40290.0,6989.0,712.0,252.0,763.0,2548.0,1648.0,753.0,48,437
"Tarrant County, Texas",78872.0,2113854.0,305663.0,124463.0,1352.0,928400.0,450549.0,304420.0,48,439
"Taylor County, Texas",61806.0,143029.0,16025.0,9024.0,1063.0,65425.0,31646.0,22242.0,48,441
"Terrell County, Texas",52813.0,862.0,143.0,21.0,-666666666.0,322.0,398.0,38.0,48,443
"Terry County, Texas",42694.0,11816.0,595.0,711.0,763.0,4736.0,2744.0,1426.0,48,445
"Throckmorton County, Texas",55221.0,1439.0,161.0,86.0,536.0,693.0,445.0,190.0,48,447
"Titus County, Texas",57634.0,31301.0,2095.0,1844.0,808.0,12791.0,7225.0,3577.0,48,449
"Tom Green County, Texas",67215.0,119276.0,12655.0,7188.0,1024.0,53351.0,30671.0,14778.0,48,451
"Travis County, Texas",92731.0,1289054.0,301552.0,64938.0,1561.0,558573.0,284583.0,253526.0,48,453
"Trinity County, Texas",51165.0,13735.0,1130.0,624.0,776.0,4561.0,4542.0,1404.0,48,455
"Tyler County, Texas",50898.0,19962.0,1256.0,817.0,927.0,6020.0,5493.0,1318.0,48,457
"Upshur County, Texas",60456.0,41261.0,3463.0,2288.0,958.0,15529.0,11722.0,3247.0,48,459
"Upton County, Texas",55284.0,3284.0,148.0,141.0,687.0,1220.0,1051.0,312.0,48,461
"Uvalde County, Texas",55000.0,24833.0,2200.0,1681.0,1014.0,9341.0,5750.0,2670.0,48,463
"Val Verde County, Texas",57250.0,47693.0,3516.0,3006.0,913.0,20515.0,10975.0,5668.0,48,465
"Van Zandt County, Texas",62334.0,60053.0,5096.0,3185.0,981.0,22958.0,17784.0,4542.0,48,467
"Victoria County, Texas",66308.0,91209.0,8322.0,4706.0,1084.0,38761.0,23006.0,11259.0,48,469
"Walker County, Texas",47193.0,77182.0,6420.0,5866.0,976.0,26369.0,13493.0,11099.0,48,471
"Waller County, Texas",71643.0,57463.0,5807.0,5063.0,1109.0,22120.0,12348.0,5432.0,48,473
"Ward County, Texas",70771.0,11347.0,621.0,529.0,1061.0,4978.0,3430.0,834.0,48,475
"Washington County, Texas",70043.0,35807.0,4631.0,2721.0,1025.0,15198.0,10643.0,3839.0,48,477
"Webb County, Texas",59984.0,267282.0,22081.0,19095.0,964.0,105195.0,49227.0,28570.0,48,479
"Wharton County, Texas",59712.0,41614.0,3508.0,2476.0,894.0,17272.0,10112.0,5036.0,48,481
"Wheeler County, Texas",58158.0,4980.0,502.0,279.0,896.0,2197.0,1403.0,505.0,48,483
"Wichita County, Texas",58862.0,129584.0,12624.0,9046.0,937.0,58636.0,29453.0,19151.0,48,485
"Wilbarger County, Texas",50769.0,12795.0,1101.0,1049.0,795.0,5255.0,2735.0,1891.0,48,487
"Willacy County, Texas",42839.0,20308.0,994.0,1224.0,695.0,7311.0,3743.0,1671.0,48,489
"Williamson County, Texas",102851.0,617396.0,123988.0,32550.0,1597.0,255763.0,155568.0,74338.0,48,491
"Wilson County, Texas",89708.0,50381.0,6216.0,2763.0,1054.0,20367.0,14851.0,2494.0,48,493
"Winkler County, Texas",89155.0,7582.0,350.0,589.0,902.0,3327.0,2239.0,446.0,48,495
"Wise County, Texas",85385.0,70062.0,7054.0,4120.0,1137.0,30694.0,19660.0,4419.0,48,497
"Wood County, Texas",61748.0,45341.0,4216.0,2078.0,882.0,15583.0,14346.0,3478.0,48,499
"Yoakum County, Texas",80317.0,7630.0,394.0,289.0,983.0,3176.0,1758.0,896.0,48,501
"Young County, Texas",65565.0,17903.0,2002.0,822.0,823.0,7701.0,5573.0,1992.0,48,503
"Zapata County, Texas",35061.0,13896.0,722.0,828.0,557.0,4357.0,3413.0,1167.0,48,505
"Zavala County, Texas",49243.0,9700.0,588.0,733.0,838.0,3480.0,2485.0,942.0,48,507
"Beaver County, Utah",80268.0,7102.0,924.0,532.0,948.0,2759.0,1843.0,447.0,49,001
"Box Elder County, Utah",72769.0,58291.0,6499.0,3782.0,927.0,24097.0,14116.0,4441.0,49,003
"Cache County, Utah",72719.0,134428.0,17456.0,10756.0,1025.0,59175.0,26748.0,14970.0,49,005
"Carbon County, Utah",53734.0,20338.0,1563.0,1245.0,786.0,7568.0,5355.0,2643.0,49,007
"Daggett County, Utah",61250.0,638.0,53.0,31.0,-666666666.0,240.0,197.0,38.0,49,009
"Davis County, Utah",101285.0,363032.0,54957.0,23083.0,1407.0,152881.0,87150.0,25005.0,49,011
"Duchesne County, Utah",70821.0,19779.0,1152.0,1179.0,894.0,7132.0,4992.0,1469.0,49,013
"Emery County, Utah",67056.0,9898.0,572.0,637.0,662.0,3722.0,2698.0,749.0,49,015
"Garfield County, Utah",56481.0,5121.0,785.0,266.0,779.0,2175.0,1428.0,524.0,49,017
"Grand County, Utah",59171.0,9680.0,1501.0,308.0,1020.0,5028.0,2906.0,1429.0,49,019
"Iron County, Utah",63005.0,58068.0,6623.0,4602.0,935.0,24014.0,12644.0,5952.0,49,021
"Juab County, Utah",88048.0,11943.0,989.0,852.0,969.0,4913.0,2862.0,732.0,49,023
"Kane County, Utah",70327.0,7814.0,1238.0,303.0,1124.0,2929.0,2514.0,711.0,49,025
"Millard County, Utah",69403.0,13027.0,1428.0,817.0,801.0,4917.0,3173.0,1004.0,49,027
"Morgan County, Utah",120854.0,12367.0,1667.0,901.0,1276.0,4765.0,3048.0,458.0,49,029
"Piute County, Utah",33359.0,1764.0,171.0,111.0,594.0,443.0,518.0,51.0,49,031
"Rich County, Utah",69250.0,2543.0,250.0,141.0,663.0,838.0,605.0,160.0,49,033
"Salt Lake County, Utah",90011.0,1180643.0,182997.0,67693.0,1394.0,524533.0,273739.0,133934.0,49,035
"San Juan County, Utah",52108.0,14524.0,1153.0,1027.0,861.0,4819.0,3554.0,903.0,49,037
"Sanpete County, Utah",64356.0,28816.0,2294.0,2593.0,910.0,11024.0,6706.0,1911.0,49,039
"Sevier County, Utah",66972.0,21667.0,2083.0,1397.0,791.0,8304.0,5885.0,1511.0,49,041
"Summit County, Utah",126392.0,42524.0,10326.0,2413.0,1822.0,18111.0,11058.0,2597.0,49,043
"Tooele County, Utah",95545.0,74032.0,6423.0,5041.0,1079.0,32503.0,18167.0,3957.0,49,045
"Uintah County, Utah",67983.0,35951.0,2856.0,2292.0,797.0,13483.0,8510.0,3037.0,49,047
"Utah County, Utah",91263.0,666021.0,99898.0,53294.0,1330.0,271734.0,128368.0,58803.0,49,049
"Wasatch County, Utah",104855.0,35009.0,6585.0,2342.0,1586.0,14184.0,8829.0,2578.0,49,051
"Washington County, Utah",71976.0,183297.0,24819.0,10567.0,1321.0,67042.0,46477.0,17674.0,49,053
"Wayne County, Utah",64870.0,2532.0,269.0,135.0,926.0,979.0,821.0,230.0,49,055
"Weber County, Utah",82291.0,262960.0,31010.0,15006.0,1188.0,115310.0,66741.0,23249.0,49,057
"Addison County, Vermont",85870.0,37434.0,6343.0,2712.0,1153.0,16542.0,11455.0,2961.0,50,001
"Bennington County, Vermont",68558.0,37326.0,5734.0,1933.0,974.0,14956.0,10823.0,3743.0,50,003
"Caledonia County, Vermont",62964.0,30418.0,4219.0,1642.0,919.0,13513.0,9891.0,2928.0,50,005
"Chittenden County, Vermont",89494.0,168309.0,36064.0,11995.0,1511.0,79462.0,43933.0,25385.0,50,007
"Essex County, Vermont",55247.0,5976.0,515.0,218.0,911.0,2385.0,2231.0,436.0,50,009
"Franklin County, Vermont",73633.0,50101.0,6192.0,2322.0,1125.0,22607.0,14965.0,4268.0,50,011
"Grand Isle County, Vermont",86639.0,7335.0,1406.0,317.0,1206.0,3098.0,2719.0,308.0,50,013
"Lamoille County, Vermont",69886.0,25977.0,5040.0,1393.0,1066.0,12345.0,8213.0,2963.0,50,015
"Orange County, Vermont",74534.0,29439.0,4186.0,1420.0,1125.0,13642.0,10461.0,2229.0,50,017
"Orleans County, Vermont",63981.0,27459.0,3474.0,1192.0,898.0,11969.0,9228.0,2300.0,50,019
"Rutland County, Vermont",62641.0,60585.0,8964.0,3053.0,891.0,26481.0,18314.0,7020.0,50,021
"Washington County, Vermont",77278.0,59768.0,11793.0,3249.0,1077.0,25986.0,18285.0,6881.0,50,023
"Windham County, Vermont",65473.0,45857.0,7225.0,2329.0,1031.0,18916.0,13910.0,5472.0,50,025
"Windsor County, Vermont",69492.0,57832.0,10459.0,2340.0,1054.0,24932.0,18794.0,5742.0,50,027
"Accomack County, Virginia",52694.0,33367.0,2970.0,1547.0,974.0,13250.0,9530.0,4722.0,51,001
"Albemarle County, Virginia",97708.0,112513.0,23136.0,9548.0,1570.0,44122.0,29604.0,14427.0,51,003
"Alleghany County, Virginia",52546.0,15159.0,967.0,676.0,662.0,5849.0,5250.0,1059.0,51,005
"Amelia County, Virginia",63438.0,13309.0,1251.0,632.0,1249.0,5523.0,4438.0,820.0,51,007
"Amherst County, Virginia",64454.0,31426.0,2996.0,1643.0,811.0,13447.0,9550.0,3065.0,51,009
"Appomattox County, Virginia",60041.0,16253.0,1626.0,718.0,861.0,7072.0,5083.0,1452.0,51,011
"Arlington County, Virginia",137387.0,235845.0,61741.0,7856.0,2227.0,108237.0,46842.0,64045.0,51,013
"Augusta County, Virginia",76124.0,77433.0,8937.0,3446.0,1019.0,34779.0,23663.0,6393.0,51,015
"Bath County, Virginia",55699.0,4177.0,408.0,49.0,650.0,1650.0,1355.0,550.0,51,017
"Bedford County, Virginia",74773.0,79761.0,11560.0,3736.0,939.0,33183.0,27390.0,5120.0,51,019
"Bland County, Virginia",59901.0,6241.0,565.0,301.0,705.0,2212.0,1904.0,331.0,51,021
"Botetourt County, Virginia",77680.0,33734.0,4273.0,1668.0,869.0,14220.0,11198.0,1718.0,51,023
"Brunswick County, Virginia",52678.0,15965.0,1194.0,693.0,841.0,5981.0,4514.0,1651.0,51,025
"Buchanan County, Virginia",39591.0,20246.0,853.0,909.0,728.0,5656.0,6117.0,1377.0,51,027
"Buckingham County, Virginia",59894.0,16869.0,985.0,766.0,844.0,6146.0,4452.0,1446.0,51,029
"Campbell County, Virginia",59022.0,55518.0,6576.0,2801.0,792.0,23884.0,16607.0,5802.0,51,031
"Caroline County, Virginia",83562.0,31181.0,2961.0,1113.0,1212.0,14552.0,9303.0,2084.0,51,033
"Carroll County, Virginia",49113.0,29126.0,2474.0,1276.0,643.0,11611.0,9522.0,2619.0,51,035
"Charles City County, Virginia",65573.0,6760.0,628.0,346.0,927.0,2981.0,2459.0,446.0,51,036
"Charlotte County, Virginia",51548.0,11563.0,789.0,538.0,732.0,4266.0,3137.0,1403.0,51,037
"Chesterfield County, Virginia",95757.0,366019.0,64038.0,20898.0,1460.0,159062.0,103831.0,30313.0,51,041
"Clarke County, Virginia",107475.0,14882.0,2420.0,872.0,1260.0,6344.0,4376.0,1241.0,51,043
"Craig County, Virginia",66286.0,4898.0,378.0,226.0,687.0,1882.0,1465.0,345.0,51,045
"Culpeper County, Virginia",92359.0,52822.0,6226.0,3214.0,1383.0,23397.0,13505.0,4683.0,51,047
"Cumberland County, Virginia",56497.0,9697.0,705.0,473.0,803.0,4490.0,3146.0,909.0,51,049
"Dickenson County, Virginia",40143.0,14089.0,970.0,592.0,680.0,4318.0,4281.0,1262.0,51,051
"Dinwiddie County, Virginia",77225.0,28057.0,2227.0,1553.0,1154.0,12191.0,8194.0,2238.0,51,053
"Essex County, Virginia",52335.0,10602.0,779.0,729.0,942.0,3729.0,2784.0,1474.0,51,057
"Fairfax County, Virginia",145165.0,1145354.0,248678.0,58387.0,2159.0,479017.0,281648.0,129196.0,51,059
"Fauquier County, Virginia",122785.0,73290.0,12142.0,4148.0,1468.0,32701.0,20158.0,5853.0,51,061
"Floyd County, Virginia",57146.0,15532.0,1588.0,618.0,809.0,6815.0,5742.0,913.0,51,063
"Fluvanna County, Virginia",90766.0,27442.0,4547.0,1259.0,1363.0,11616.0,9014.0,1181.0,51,065
"Franklin County, Virginia",66275.0,54838.0,6109.0,2734.0,809.0,21239.0,17607.0,4415.0,51,067
"Frederick County, Virginia",92443.0,92007.0,10918.0,4459.0,1347.0,40378.0,25973.0,7561.0,51,069
"Giles County, Virginia",61987.0,16711.0,1376.0,697.0,758.0,7265.0,5323.0,1529.0,51,071
"Gloucester County, Virginia",83750.0,38875.0,4511.0,1415.0,1133.0,17668.0,11754.0,3103.0,51,073
"Goochland County, Virginia",105600.0,24906.0,4704.0,1506.0,1407.0,9429.0,8272.0,1516.0,51,075
"Grayson County, Virginia",43348.0,15356.0,1216.0,366.0,703.0,5544.0,4969.0,1179.0,51,077
"Greene County, Virginia",81338.0,20631.0,2476.0,1289.0,1277.0,9384.0,5990.0,1672.0,51,079
"Greensville County, Virginia",51823.0,11373.0,751.0,462.0,979.0,3768.0,2245.0,977.0,51,081
"Halifax County, Virginia",49145.0,34013.0,2798.0,1776.0,724.0,12616.0,9826.0,3693.0,51,083
"Hanover County, Virginia",104678.0,110513.0,20372.0,6144.0,1392.0,48761.0,34360.0,7023.0,51,085
"Henrico County, Virginia",82424.0,333120.0,62157.0,15535.0,1380.0,143069.0,86570.0,47524.0,51,087
"Henry County, Virginia",43694.0,50760.0,3474.0,2097.0,686.0,18357.0,14941.0,5470.0,51,089
"Highland County, Virginia",57070.0,2247.0,346.0,28.0,800.0,682.0,876.0,138.0,51,091
"Isle of Wight County, Virginia",91680.0,38898.0,4938.0,1793.0,1223.0,16795.0,11901.0,3295.0,51,093
"James City County, Virginia",100711.0,78818.0,15086.0,3439.0,1435.0,30357.0,23820.0,6870.0,51,095
"King and Queen County, Virginia",70147.0,6681.0,873.0,260.0,1065.0,2941.0,2195.0,631.0,51,097
"King George County, Virginia",103264.0,26985.0,3694.0,1261.0,1385.0,12378.0,7325.0,2412.0,51,099
"King William County, Virginia",79398.0,17845.0,2299.0,1093.0,1239.0,8186.0,5935.0,958.0,51,101
"Lancaster County, Virginia",62674.0,10866.0,1598.0,514.0,959.0,3415.0,4305.0,933.0,51,103
"Lee County, Virginia",41619.0,22287.0,1408.0,872.0,651.0,6367.0,6006.0,2318.0,51,105
"Loudoun County, Virginia",170463.0,420773.0,97356.0,24657.0,2195.0,173164.0,107275.0,31274.0,51,107
"Louisa County, Virginia",76594.0,38106.0,4102.0,1408.0,1137.0,15772.0,11692.0,2950.0,51,109
"Lunenburg County, Virginia",54438.0,11988.0,654.0,394.0,802.0,4325.0,3188.0,1378.0,51,111
"Madison County, Virginia",74586.0,13828.0,1288.0,699.0,955.0,5533.0,4219.0,1105.0,51,113
"Mathews County, Virginia",79054.0,8537.0,1402.0,531.0,966.0,2711.0,3137.0,605.0,51,115
"Mecklenburg County, Virginia",51265.0,30367.0,2959.0,1196.0,784.0,11464.0,9240.0,3797.0,51,117
"Middlesex County, Virginia",69389.0,10738.0,1679.0,311.0,1056.0,3692.0,3976.0,738.0,51,119
"Montgomery County, Virginia",65270.0,99373.0,12154.0,12043.0,1161.0,40627.0,19814.0,16248.0,51,121
"Nelson County, Virginia",64028.0,14773.0,2024.0,587.0,921.0,5014.0,4847.0,1285.0,51,125
"New Kent County, Virginia",113120.0,23296.0,4110.0,929.0,1391.0,9920.0,8011.0,664.0,51,127
"Northampton County, Virginia",54693.0,12132.0,1593.0,496.0,763.0,4288.0,3437.0,1907.0,51,131
"Northumberland County, Virginia",64655.0,12007.0,1757.0,623.0,1026.0,3762.0,4597.0,577.0,51,133
"Nottoway County, Virginia",62366.0,15638.0,1308.0,759.0,895.0,5361.0,3861.0,1554.0,51,135
"Orange County, Virginia",87309.0,36593.0,4377.0,1713.0,1085.0,15277.0,11208.0,3101.0,51,137
"Page County, Virginia",56760.0,23753.0,1419.0,985.0,845.0,10116.0,6700.0,2651.0,51,139
"Patrick County, Virginia",49180.0,17660.0,1530.0,620.0,668.0,6508.0,6140.0,1639.0,51,141
"Pittsylvania County, Virginia",52619.0,60541.0,4666.0,2558.0,831.0,24232.0,18951.0,5536.0,51,143
"Powhatan County, Virginia",108089.0,30503.0,5397.0,1261.0,1170.0,12759.0,10099.0,978.0,51,145
"Prince Edward County, Virginia",57304.0,21922.0,2077.0,2908.0,909.0,7743.0,4520.0,2896.0,51,147
"Prince George County, Virginia",80318.0,42634.0,4623.0,3447.0,1519.0,17804.0,9082.0,3726.0,51,149
"Prince William County, Virginia",123193.0,481114.0,79259.0,27714.0,1907.0,212429.0,113158.0,39458.0,51,153
"Pulaski County, Virginia",59740.0,33841.0,3222.0,1303.0,806.0,14131.0,10157.0,4298.0,51,155
"Rappahannock County, Virginia",98663.0,7422.0,1030.0,283.0,1179.0,2940.0,2105.0,718.0,51,157
"Richmond County, Virginia",62708.0,8968.0,770.0,278.0,915.0,2792.0,1944.0,890.0,51,159
"Roanoke County, Virginia",80872.0,96653.0,16855.0,4579.0,1116.0,40667.0,29642.0,9514.0,51,161
"Rockbridge County, Virginia",61903.0,22673.0,2660.0,1015.0,925.0,9098.0,7326.0,2042.0,51,163
"Rockingham County, Virginia",73232.0,83905.0,9785.0,4964.0,1078.0,38531.0,23785.0,7827.0,51,165
"Russell County, Virginia",44088.0,25763.0,1641.0,939.0,668.0,8231.0,7812.0,2626.0,51,167
"Scott County, Virginia",44535.0,21536.0,1470.0,803.0,621.0,7424.0,6941.0,1897.0,51,169
"Shenandoah County, Virginia",62149.0,44337.0,3848.0,2236.0,950.0,18875.0,12765.0,4777.0,51,171
"Smyth County, Virginia",45061.0,29799.0,2431.0,1257.0,691.0,11066.0,8659.0,3992.0,51,173
"Southampton County, Virginia",67813.0,18003.0,1701.0,751.0,881.0,7413.0,5265.0,1576.0,51,175
"Spotsylvania County, Virginia",105068.0,141097.0,18959.0,7415.0,1677.0,60919.0,39018.0,10431.0,51,177
"Stafford County, Virginia",128036.0,157606.0,26284.0,9037.0,1828.0,66910.0,40044.0,10269.0,51,179
"Surry County, Virginia",68655.0,6546.0,871.0,269.0,888.0,2954.0,2139.0,606.0,51,181
"Sussex County, Virginia",59195.0,10866.0,779.0,354.0,927.0,4118.0,2568.0,1130.0,51,183
"Tazewell County, Virginia",46508.0,40392.0,3126.0,1851.0,733.0,13510.0,11476.0,4324.0,51,185
